text,created_at,is_retweet,source,clean_text,clean_text_with_stopwords
"RT @WaysandMeansGOP: Medicare faces serious challenges, and Obamacare has only made them worse. House Republicans have a #betterway https:/…",Thu Aug 11 20:23:38 +0000 2016,True,other,rt @waysandmeansgop medicare faces serious challenges obamacare made worse house republicans betterway https,rt @waysandmeansgop medicare faces serious challenges and obamacare has only made them worse house republicans have a betterway https
Here are six key questions the president still needs to answer about the $1.7 billion ransom payment to #Iran ⇩ https://t.co/SFnID6Bjzs,Thu Sep 01 14:25:33 +0000 2016,False,other,six key questions president still needs answer billion ransom payment iran,here are six key questions the president still needs to answer about the billion ransom payment to iran
The #IRS should immediately adopt these reforms to protect taxpayers: https://t.co/wTJLk5ND4f,Wed Mar 30 18:58:43 +0000 2016,False,other,irs immediately adopt reforms protect taxpayers,the irs should immediately adopt these reforms to protect taxpayers
"RT @FinancialCmte: A #BetterWay to grow our economy means: 

✅  Less red tape 
✅  No more bailouts
✅  Better access to capital 

More→ http…",Wed Aug 10 16:58:43 +0000 2016,True,other,rt @financialcmte betterway grow economy means less red tape bailouts better access capital http,rt @financialcmte a betterway to grow our economy means less red tape no more bailouts better access to capital more http
This is the Party of Lincoln. We believe all people are equal in the eyes of God and our government. https://t.co/Ft2sCrQ9CX,Tue Mar 01 15:16:35 +0000 2016,False,other,party lincoln believe people equal eyes god government,this is the party of lincoln we believe all people are equal in the eyes of god and our government
Here's a fact: The president's #Gitmo plan is missing key details required under the law. https://t.co/MJNNhkoUGu,Sun Feb 28 02:40:43 +0000 2016,False,other,fact president gitmo plan missing key details required law,here s a fact the president s gitmo plan is missing key details required under the law
"RT @HouseSmallBiz: #SmallBiz deserves a #BetterWay &amp; #HR6094 is just that. DOL OT Rule is too much, and too fast for employers. https://t.c…",Wed Sep 28 22:17:58 +0000 2016,True,other,rt @housesmallbiz smallbiz deserves betterway hr dol ot rule much fast employers,rt @housesmallbiz smallbiz deserves a betterway hr is just that dol ot rule is too much and too fast for employers
RT @HouseSmallBiz: We believe in fewer &amp; smarter regulations. Gov needs to create an environment for #SmallBiz to flourish. More at → https…,Sat Nov 19 02:44:31 +0000 2016,True,other,rt @housesmallbiz believe fewer smarter regulations gov needs create environment smallbiz flourish https,rt @housesmallbiz we believe in fewer smarter regulations gov needs to create an environment for smallbiz to flourish more at https
Welfare should be tied to work. ← 89% Agree https://t.co/1Essr7vkA7,Sun Aug 14 00:30:43 +0000 2016,False,other,welfare tied work agree,welfare should be tied to work agree
#Medicare is on its way to insolvency. We have to fix this now—and we have a plan to do it. #BetterWay https://t.co/MBjNPikqBM,Fri Oct 07 12:38:59 +0000 2016,False,other,medicare way insolvency fix plan betterway,medicare is on its way to insolvency we have to fix this now and we have a plan to do it betterway
"For 6 years, we’ve promised to repeal &amp; replace #Obamacare &amp; make health care actually affordable. Well, here it is… https://t.co/TVDW8SiHj2",Sun Oct 09 20:10:27 +0000 2016,False,other,years promised repeal replace obamacare make health care actually affordable well,for years we ve promised to repeal replace obamacare make health care actually affordable well here it is
"How we govern endures: through debate, not disorder. This is 1 thing that makes our country the greatest on earth. https://t.co/fkS00D4Wmw",Thu Mar 24 17:37:12 +0000 2016,False,other,govern endures debate disorder thing makes country greatest earth,how we govern endures through debate not disorder this is thing that makes our country the greatest on earth
"WATCH LIVE: Gold Medal Ceremony to Honor 65th Infantry Regiment, the Borinqueneers https://t.co/DLsJK9h6yr",Wed Apr 13 19:07:41 +0000 2016,False,other,watch live gold medal ceremony honor th infantry regiment borinqueneers,watch live gold medal ceremony to honor th infantry regiment the borinqueneers
RT @HouseGOP: Every American deserves a chance to pursue their version of the American Dream #BetterWay https://t.co/GD5DE3OCi9,Fri Sep 16 15:03:51 +0000 2016,True,other,rt @housegop every american deserves chance pursue version american dream betterway,rt @housegop every american deserves a chance to pursue their version of the american dream betterway
The people who are elected to make laws should make the call on what will become law. #BetterWay https://t.co/I5UovePgJY,Mon Sep 05 20:47:33 +0000 2016,False,other,people elected make laws make call become law betterway,the people who are elected to make laws should make the call on what will become law betterway
"#Republicans are offering a plan to repeal #Obamacare &amp; replace it with real, sensible, patient-centered solutions. https://t.co/42WdMK8OHR",Sun Oct 30 17:33:23 +0000 2016,False,other,republicans offering plan repeal obamacare replace real sensible patient centered solutions,republicans are offering a plan to repeal obamacare replace it with real sensible patient centered solutions
"To the brave people who are being persecuted, I would like to say: We will stand with you &amp; we will pray for you. https://t.co/fYBscBOgVG",Thu Mar 17 17:55:12 +0000 2016,False,other,brave people persecuted would like say stand pray,to the brave people who are being persecuted i would like to say we will stand with you we will pray for you
TOMORROW: Looking forward to joining @FaceTheNation for a conversation with @jdickerson. Tune in!,Sat Jan 09 23:15:32 +0000 2016,False,other,tomorrow looking forward joining @facethenation conversation @jdickerson tune,tomorrow looking forward to joining @facethenation for a conversation with @jdickerson tune in
#SchoolChoice means your zip code doesn’t determine your kids’ education. It means hope &amp; opportunity. https://t.co/xcJ5AwKyk4,Mon Jan 25 19:50:08 +0000 2016,False,other,schoolchoice means zip code determine kids education means hope opportunity,schoolchoice means your zip code doesn t determine your kids education it means hope opportunity
"RT @USRepLong: #Obamacare is making things worse each day, that's why the @HouseGOP has proposed a #BetterWay: https://t.co/8miLT8Mcmt",Tue Oct 04 16:45:33 +0000 2016,True,other,rt @usreplong obamacare making things worse day @housegop proposed betterway,rt @usreplong obamacare is making things worse each day that s why the @housegop has proposed a betterway
RT @60Minutes: .@SpeakerRyan says healthcare reform will still include coverage for those with pre-existing conditions #60Minutes,Mon Dec 05 12:31:45 +0000 2016,True,other,rt @ minutes @speakerryan says healthcare reform still include coverage pre existing conditions minutes,rt @ minutes @speakerryan says healthcare reform will still include coverage for those with pre existing conditions minutes
"RT @HouseGOP: For @RepWDavidson, a #BetterWay means giving our heroes access to quality, affordable care https://t.co/jwlImffCfh",Tue Sep 13 11:36:19 +0000 2016,True,other,rt @housegop @repwdavidson betterway means giving heroes access quality affordable care,rt @housegop for @repwdavidson a betterway means giving our heroes access to quality affordable care
NOW: Our #September11 remembrance ceremony on the Capitol steps: https://t.co/RrNzrxPmYU,Fri Sep 09 14:35:02 +0000 2016,False,other,september remembrance ceremony capitol steps,now our september remembrance ceremony on the capitol steps
"We’re working to return to a #ConfidentAmerica. This time, it’s fighting ISIS and promoting US manufacturing. https://t.co/q4C2BONH1V",Tue May 03 18:43:13 +0000 2016,False,other,working return confidentamerica time fighting isis promoting us manufacturing,we re working to return to a confidentamerica this time it s fighting isis and promoting us manufacturing
My #Wisconsin office is now accepting service academy nominations for the Class of 2021. #WI01 https://t.co/gXsLl7PL22,Tue Apr 05 22:24:19 +0000 2016,False,other,wisconsin office accepting service academy nominations class wi,my wisconsin office is now accepting service academy nominations for the class of wi
Red is winning so far... https://t.co/NzLL6tRfv4,Mon Jan 11 23:35:33 +0000 2016,False,other,red winning far,red is winning so far
"A #BetterWay is not only a unifying agenda, it’s a clarifying agenda—one that can unite all #Republicans. https://t.co/pFvdXKLihy",Wed Jun 22 00:02:29 +0000 2016,False,other,betterway unifying agenda clarifying agenda one unite republicans,a betterway is not only a unifying agenda it s a clarifying agenda one that can unite all republicans
We are working hand-in-glove from the start to hit the ground running with a unified #Republican government. https://t.co/nw37Hu7XS3,Sun Nov 27 14:18:53 +0000 2016,False,other,working hand glove start hit ground running unified republican government,we are working hand in glove from the start to hit the ground running with a unified republican government
"RT @SteveScalise: Why the #BetterWay should replace Obamacare:
☑️ More competition
☑️ More choices
☑️ Covers pre-existing conditions
https:…",Wed Sep 28 18:48:39 +0000 2016,True,other,rt @stevescalise betterway replace obamacare competition choices covers pre existing conditions https,rt @stevescalise why the betterway should replace obamacare more competition more choices covers pre existing conditions https
"This is the kind of speakership I am going to have:
https://t.co/a1hGKc9TQF",Sat Mar 12 21:28:15 +0000 2016,False,other,kind speakership going,this is the kind of speakership i am going to have
We will not stand for another regulation that hurts our struggling economy. https://t.co/lNx3RF7aPK #ConfidentAmerica,Wed Mar 09 21:49:33 +0000 2016,False,other,stand another regulation hurts struggling economy confidentamerica,we will not stand for another regulation that hurts our struggling economy confidentamerica
RT @businessinsider: Paul Ryan on Clinton email revelations: 'Bears all the signs of a cover-up' https://t.co/bTKk2IPEqv https://t.co/dbbh4…,Mon Oct 17 18:14:45 +0000 2016,True,other,rt @businessinsider paul ryan clinton email revelations bears signs cover,rt @businessinsider paul ryan on clinton email revelations bears all the signs of a cover up
The American idea → the condition of your birth does not determine the outcome of your life. https://t.co/G7DqyJEcP0 https://t.co/zIzHcC0RhD,Mon Mar 28 15:02:12 +0000 2016,False,other,american idea condition birth determine outcome life,the american idea the condition of your birth does not determine the outcome of your life
RT @FinancialCmte: #BREAKING: House Votes to Block U.S. Financing for Iran Aircraft Sales https://t.co/qyWNMHoSRY,Fri Nov 18 00:59:09 +0000 2016,True,other,rt @financialcmte breaking house votes block u financing iran aircraft sales,rt @financialcmte breaking house votes to block u s financing for iran aircraft sales
"RT @FinancialCmte: This economy simply isn’t working for tens of millions of working Americans. They deserve a #betterway forward.
https://…",Thu Aug 25 21:51:21 +0000 2016,True,other,rt @financialcmte economy simply working tens millions working americans deserve betterway forward https,rt @financialcmte this economy simply isn t working for tens of millions of working americans they deserve a betterway forward https
"Our welfare system traps families in a cycle of poverty, shuffling them among programs instead of helping them break free altogether.",Sun Aug 21 19:27:25 +0000 2016,False,other,welfare system traps families cycle poverty shuffling among programs instead helping break free altogether,our welfare system traps families in a cycle of poverty shuffling them among programs instead of helping them break free altogether
AIRING SOON: I'll be on @TheLeadCNN to talk w/ @jaketapper. Tune in! https://t.co/K2oih0xAo7,Mon Jan 11 21:00:05 +0000 2016,False,other,airing soon @theleadcnn talk w @jaketapper tune,airing soon i ll be on @theleadcnn to talk w @jaketapper tune in
Don’t be afraid of a detour from your plan. That’s often where you find your fulfillment. https://t.co/rFklrRYroq,Thu Jun 02 13:49:43 +0000 2016,False,other,afraid detour plan often find fulfillment,don t be afraid of a detour from your plan that s often where you find your fulfillment
RT @RepMimiWalters: Our military deserves better from this Admin. @HouseGOP will fight so they have the tools they need to keep us safe. ht…,Tue Sep 06 18:48:09 +0000 2016,True,other,rt @repmimiwalters military deserves better admin @housegop fight tools need keep us safe ht,rt @repmimiwalters our military deserves better from this admin @housegop will fight so they have the tools they need to keep us safe ht
#FAA bill just passed the Senate. Proud of my colleagues for getting this done &amp; sending to the president's desk. https://t.co/S7mu8g2jEv,Wed Jul 13 18:25:35 +0000 2016,False,other,faa bill passed senate proud colleagues getting done sending president desk,faa bill just passed the senate proud of my colleagues for getting this done sending to the president s desk
The president should reverse his administration's decision to censor the #Orlando shooter's 911 transcript ⇩ https://t.co/8ZTp3NHkc6,Mon Jun 20 15:27:57 +0000 2016,False,other,president reverse administration decision censor orlando shooter transcript,the president should reverse his administration s decision to censor the orlando shooter s transcript
6 Foreign Policy Failures in 2 Months → https://t.co/TCtiBHLATG,Fri Mar 04 14:27:35 +0000 2016,False,other,foreign policy failures months,foreign policy failures in months
Here's why the House unanimously passed @RepKevinYoder's bill to protect your email privacy: https://t.co/F6AsVxU1k5 #ECPA,Sun May 01 23:24:47 +0000 2016,False,other,house unanimously passed @repkevinyoder bill protect email privacy ecpa,here s why the house unanimously passed @repkevinyoder s bill to protect your email privacy ecpa
We should be measuring ourselves against our potential—and we're so far from it. https://t.co/6svSx5dUEm,Tue Jan 12 02:59:15 +0000 2016,False,other,measuring potential far,we should be measuring ourselves against our potential and we re so far from it
"The White House is legally required to submit a comprehensive strategy to defeat ISIS by Monday, February 15. https://t.co/k6K5hPNrCF",Thu Feb 11 21:33:45 +0000 2016,False,other,white house legally required submit comprehensive strategy defeat isis monday february,the white house is legally required to submit a comprehensive strategy to defeat isis by monday february
"With #CuresNow, fewer barriers will stand in the way of research and development. https://t.co/PNahokbUNX",Wed Nov 30 23:13:32 +0000 2016,False,other,curesnow fewer barriers stand way research development,with curesnow fewer barriers will stand in the way of research and development
"After we strengthened welfare work requirements, employment for single mothers increased by 15%. #BetterWay https://t.co/PgdnQZCv4e",Sun Sep 25 20:51:24 +0000 2016,False,other,strengthened welfare work requirements employment single mothers increased betterway,after we strengthened welfare work requirements employment for single mothers increased by betterway
The principle driving the #CuresAct → We do not give up on anyone. No one is alone. #CuresNow https://t.co/lYcip0dbWh,Wed Nov 30 22:52:17 +0000 2016,False,other,principle driving curesact give anyone one alone curesnow,the principle driving the curesact we do not give up on anyone no one is alone curesnow
"Last week, we uncovered more unconstitutional #Obamacare spending. Learn more ↓ https://t.co/nl3SdraPcI",Tue Jul 12 14:27:13 +0000 2016,False,other,last week uncovered unconstitutional obamacare spending learn,last week we uncovered more unconstitutional obamacare spending learn more
This week's @HouseGOP address is live — @RepKevinCramer on smart regs for Americans. Watch here: https://t.co/MystiD6zV5 #BetterWay,Sat Oct 15 13:59:08 +0000 2016,False,other,week @housegop address live @repkevincramer smart regs americans watch betterway,this week s @housegop address is live @repkevincramer on smart regs for americans watch here betterway
RT @HouseGOP: We're offering a #BetterWay to fix health care. Learn more about our plan: https://t.co/h9oKgYSmIW,Fri Oct 07 00:37:59 +0000 2016,True,other,rt @housegop offering betterway fix health care learn plan,rt @housegop we re offering a betterway to fix health care learn more about our plan
There is no cause or context in which this violence—this kind of terror—is justified. None at all. #Dallas https://t.co/KtL0hTPoak,Fri Jul 08 15:27:15 +0000 2016,False,other,cause context violence kind terror justified none dallas,there is no cause or context in which this violence this kind of terror is justified none at all dallas
"Energy, fiduciary rule, jobs, opioid abuse—just a few ways that the House is getting things done. https://t.co/QADEU69wsM #ConfidentAmerica",Thu Apr 21 18:56:35 +0000 2016,False,other,energy fiduciary rule jobs opioid abuse ways house getting things done confidentamerica,energy fiduciary rule jobs opioid abuse just a few ways that the house is getting things done confidentamerica
Talk with you soon! https://t.co/5uhsKWfr8Z,Wed Feb 03 21:53:38 +0000 2016,False,other,talk soon,talk with you soon
RT @RepDLamborn: A #BetterWay for healthcare puts patients first &amp; provides access to quality coverage for all Americans. #Obamacare https:…,Tue Dec 13 19:38:15 +0000 2016,True,other,rt @repdlamborn betterway healthcare puts patients first provides access quality coverage americans obamacare https,rt @repdlamborn a betterway for healthcare puts patients first provides access to quality coverage for all americans obamacare https
The polls are open: https://t.co/jVSQ21Qa0q,Tue Feb 09 18:52:59 +0000 2016,False,other,polls open,the polls are open
RT @cathymcmorris: Our #BetterWay agenda provides a list of ideas and a starting point to work with President-elect Trump to solve the big…,Wed Nov 23 13:34:45 +0000 2016,True,other,rt @cathymcmorris betterway agenda provides list ideas starting point work president elect trump solve big,rt @cathymcmorris our betterway agenda provides a list of ideas and a starting point to work with president elect trump to solve the big
RT @HouseGOP: .@RepRichHudson: Our #BetterWay plan tackles some of the biggest problems facing our country https://t.co/rAoexezeJc,Fri Sep 09 16:39:40 +0000 2016,True,other,rt @housegop @reprichhudson betterway plan tackles biggest problems facing country,rt @housegop @reprichhudson our betterway plan tackles some of the biggest problems facing our country
The president’s plan to defeat #ISIS didn’t work—Congress has called upon him to come up with one that does. https://t.co/ITnALqtXuL,Sat Jan 09 15:12:06 +0000 2016,False,other,president plan defeat isis work congress called upon come one,the president s plan to defeat isis didn t work congress has called upon him to come up with one that does
"RT @RepByrne: In this week's Republican Address, I outline a #BetterWay to fight poverty. WATCH: https://t.co/caI0Vr6RxD",Sat Sep 03 14:37:15 +0000 2016,True,other,rt @repbyrne week republican address outline betterway fight poverty watch,rt @repbyrne in this week s republican address i outline a betterway to fight poverty watch
"There is nothing more comforting—or humbling—than to hear someone say, ‘I’m praying for you. https://t.co/O5FfIZ8iRh
https://t.co/ZzUsOsQRep",Sun Feb 07 15:07:01 +0000 2016,False,other,nothing comforting humbling hear someone say praying,there is nothing more comforting or humbling than to hear someone say i m praying for you
"America's medical liability system is costly, &amp; it hurts the very people it’s meant to help. There's a #BetterWay. https://t.co/8uce3PSVL8",Sun Sep 04 15:51:18 +0000 2016,False,other,america medical liability system costly hurts people meant help betterway,america s medical liability system is costly it hurts the very people it s meant to help there s a betterway
RT @HouseGOP: Watch @RepMimiWalters discuss our plan to address the security threats we face at home and abroad. #BetterWay https://t.co/gk…,Sat Aug 20 15:09:20 +0000 2016,True,other,rt @housegop watch @repmimiwalters discuss plan address security threats face home abroad betterway,rt @housegop watch @repmimiwalters discuss our plan to address the security threats we face at home and abroad betterway
"RT @cathymcmorris: Through a conversation with the American people, we’ve developed a plan to tackle the biggest challenges of our time. ht…",Sun Nov 13 21:46:08 +0000 2016,True,other,rt @cathymcmorris conversation american people developed plan tackle biggest challenges time ht,rt @cathymcmorris through a conversation with the american people we ve developed a plan to tackle the biggest challenges of our time ht
RT @SenOrrinHatch: President Obama signs 21st Century Cures right below @SenOrrinHatch and @SpeakerRyan's signatures. #utpol #CuresNow http…,Tue Dec 13 21:30:27 +0000 2016,True,other,rt @senorrinhatch president obama signs st century cures right @senorrinhatch @speakerryan signatures utpol curesnow http,rt @senorrinhatch president obama signs st century cures right below @senorrinhatch and @speakerryan s signatures utpol curesnow http
"RT @HouseGOP: As government has grown, so has its arrogance. Our plan fights for smaller government, less bureaucracy #BetterWay https://t.…",Fri Sep 23 21:49:08 +0000 2016,True,other,rt @housegop government grown arrogance plan fights smaller government less bureaucracy betterway,rt @housegop as government has grown so has its arrogance our plan fights for smaller government less bureaucracy betterway
"RT @CBSThisMorning: Ahead on @60Minutes: @ScottPelley chats with @SpeakerRyan on his agenda for Obamacare, tax reform and immigration. http…",Sat Dec 03 18:11:40 +0000 2016,True,other,rt @cbsthismorning ahead @ minutes @scottpelley chats @speakerryan agenda obamacare tax reform immigration http,rt @cbsthismorning ahead on @ minutes @scottpelley chats with @speakerryan on his agenda for obamacare tax reform and immigration http
We need to show solidarity with our indispensable ally. https://t.co/lovlzkCPJz,Wed Jun 29 19:14:00 +0000 2016,False,other,need show solidarity indispensable ally,we need to show solidarity with our indispensable ally
RT @HouseGOP: Work is the best remedy to help people out of poverty #BetterWay https://t.co/64pkVVB9eI,Wed Aug 24 01:50:31 +0000 2016,True,other,rt @housegop work best remedy help people poverty betterway,rt @housegop work is the best remedy to help people out of poverty betterway
RT @HouseGOP: Our tax code fits on a post card. Don't believe us? Check it out #BetterWay https://t.co/wGR1YedGmu,Sun Sep 25 11:19:45 +0000 2016,True,other,rt @housegop tax code fits post card believe us check betterway,rt @housegop our tax code fits on a post card don t believe us check it out betterway
House #Republicans are going to roll out very comprehensive tax reform to get rates down across the board: https://t.co/MkBm9yV5My,Sun Apr 24 16:52:55 +0000 2016,False,other,house republicans going roll comprehensive tax reform get rates across board,house republicans are going to roll out very comprehensive tax reform to get rates down across the board
I will be speaking on the #Brussels terrorist attack at the 10am press conference. Watch live at https://t.co/DLsJK9h6yr.,Tue Mar 22 13:52:53 +0000 2016,False,other,speaking brussels terrorist attack press conference watch live,i will be speaking on the brussels terrorist attack at the am press conference watch live at
RT @JimPressOffice: This unified Republican government will work together to change the status quo and create real progress for the America…,Wed Nov 16 21:39:15 +0000 2016,True,other,rt @jimpressoffice unified republican government work together change status quo create real progress america,rt @jimpressoffice this unified republican government will work together to change the status quo and create real progress for the america
Here's one big reason why the House passed the bipartisan #FY17NDAA: https://t.co/90TrUJd4Tx,Wed May 25 15:23:02 +0000 2016,False,other,one big reason house passed bipartisan fy ndaa,here s one big reason why the house passed the bipartisan fy ndaa
"Congratulations to a fellow cheesehead, @greta, on 3500 shows. #Greta3500",Thu Feb 25 00:15:05 +0000 2016,False,other,congratulations fellow cheesehead @greta shows greta,congratulations to a fellow cheesehead @greta on shows greta
RT @RepDianeBlack: Americans' insurance choices under #Obamacare continue to disappear. There is a #BetterWay → https://t.co/sSr1THksv6 htt…,Tue Aug 16 14:18:23 +0000 2016,True,other,rt @repdianeblack americans insurance choices obamacare continue disappear betterway htt,rt @repdianeblack americans insurance choices under obamacare continue to disappear there is a betterway htt
RT @RepFrenchHill: My op-ed in @lcdonline about @HouseGOP's #ABetterWay to address poverty. https://t.co/P8EEWdil1F,Sun Oct 30 13:25:40 +0000 2016,True,other,rt @repfrenchhill op ed @lcdonline @housegop abetterway address poverty,rt @repfrenchhill my op ed in @lcdonline about @housegop s abetterway to address poverty
"Nuns, @NewtGingrich, &amp; sunsets. https://t.co/zF2z7OzhQn ← Here are a dozen photos from last month. https://t.co/GqlvkVOFY2",Tue Feb 09 15:04:48 +0000 2016,False,other,nuns @newtgingrich sunsets dozen photos last month,nuns @newtgingrich sunsets here are a dozen photos from last month
RT @RepPeteOlson: Americans deserve a fair tax system that promotes growth. We have a #BetterWay on tax reform. Read more here -&gt; https://t…,Mon Oct 17 14:44:41 +0000 2016,True,other,rt @reppeteolson americans deserve fair tax system promotes growth betterway tax reform read gt,rt @reppeteolson americans deserve a fair tax system that promotes growth we have a betterway on tax reform read more here gt
Our top priority is the safety and security of our servicemembers detained by Iran. https://t.co/xGkHqEo8XP,Wed Jan 13 00:01:30 +0000 2016,False,other,top priority safety security servicemembers detained iran,our top priority is the safety and security of our servicemembers detained by iran
The alliance we've built with #Australia over the past seven decades is stronger than ever. https://t.co/fSoPrDqZDH https://t.co/OW4nT9pBZY,Fri Sep 23 13:33:34 +0000 2016,False,other,alliance built australia past seven decades stronger ever,the alliance we ve built with australia over the past seven decades is stronger than ever
"I’m always optimistic for our country, but we need to turn things around quickly. I know we can. #BetterWay https://t.co/9sOjeqDyNo",Wed Sep 28 13:55:15 +0000 2016,False,other,always optimistic country need turn things around quickly know betterway,i m always optimistic for our country but we need to turn things around quickly i know we can betterway
The House has already passed a number of bills to help prevent homegrown and overseas terrorism. Learn more↓https://t.co/PHU4bMeCp8,Sat Jun 18 18:06:39 +0000 2016,False,other,house already passed number bills help prevent homegrown overseas terrorism learn,the house has already passed a number of bills to help prevent homegrown and overseas terrorism learn more
"Too many are stuck in poverty w/ too few opportunities to rise above it. We can offer Americans a real choice.
https://t.co/yoswOQCr4b",Tue Mar 08 01:59:51 +0000 2016,False,other,many stuck poverty w opportunities rise offer americans real choice,too many are stuck in poverty w too few opportunities to rise above it we can offer americans a real choice
"Thank you for your leadership in ensuring our national defense, @RepEdRoyce. https://t.co/I57pNnnMnK",Mon Feb 15 01:28:33 +0000 2016,False,other,thank leadership ensuring national defense @repedroyce,thank you for your leadership in ensuring our national defense @repedroyce
The #LittleSisters should be able to continue serving the poor without gov’t intrusion. https://t.co/gkqqZK4wk3 #LetThemServe,Mon May 16 20:07:30 +0000 2016,False,other,littlesisters able continue serving poor without gov intrusion letthemserve,the littlesisters should be able to continue serving the poor without gov t intrusion letthemserve
"RT @SteveScalise: After eight years of disappointment, it's time for the #BetterWay. We can grow the economy, cut regs &amp; reduce taxes.
http…",Mon Sep 12 16:42:03 +0000 2016,True,other,rt @stevescalise eight years disappointment time betterway grow economy cut regs reduce taxes http,rt @stevescalise after eight years of disappointment it s time for the betterway we can grow the economy cut regs reduce taxes http
The reality is that these payments to #Iran are dangerous concessions that go beyond the letter of the nuclear deal. https://t.co/iIV55nEcIE,Fri Sep 23 16:10:52 +0000 2016,False,other,reality payments iran dangerous concessions go beyond letter nuclear deal,the reality is that these payments to iran are dangerous concessions that go beyond the letter of the nuclear deal
"RT @RepReneeEllmers: After 7 years of President Obama’s government-knows-best approach, it is time for a #BetterWay. https://t.co/BJCQSUM5gC",Fri Sep 09 18:39:55 +0000 2016,True,other,rt @repreneeellmers years president obama government knows best approach time betterway,rt @repreneeellmers after years of president obama s government knows best approach it is time for a betterway
Congress is back today—and one of our first to-dos is to protect the rights of sexual assault survivors. https://t.co/7TqYjFPZfM,Tue Sep 06 18:57:04 +0000 2016,False,other,congress back today one first dos protect rights sexual assault survivors,congress is back today and one of our first to dos is to protect the rights of sexual assault survivors
"RT @HouseCommerce: .@repfredupton on #Obamacare’s #RateShock, failures, &amp; #BrokenPromises: @HouseGOP has a #BetterWay &gt;&gt; https://t.co/R6FN2…",Tue Oct 25 12:12:15 +0000 2016,True,other,rt @housecommerce @repfredupton obamacare rateshock failures brokenpromises @housegop betterway gt gt,rt @housecommerce @repfredupton on obamacare s rateshock failures brokenpromises @housegop has a betterway gt gt
Growing our economy requires tax reform and reducing the regulatory burden on small businesses. #BetterWay https://t.co/P7Fxcv63vF,Mon Sep 19 21:42:59 +0000 2016,False,other,growing economy requires tax reform reducing regulatory burden small businesses betterway,growing our economy requires tax reform and reducing the regulatory burden on small businesses betterway
We will #neverforget that terrible day. #September11 https://t.co/rl8hJnSleq,Sun Sep 11 20:20:51 +0000 2016,False,other,neverforget terrible day september,we will neverforget that terrible day september
Repeated requests for additional security in #Benghazi were routinely denied by Secretary Clinton's State Dept. https://t.co/8dQU4TJFJe,Tue Sep 27 00:40:12 +0000 2016,False,other,repeated requests additional security benghazi routinely denied secretary clinton state dept,repeated requests for additional security in benghazi were routinely denied by secretary clinton s state dept
"To me, there's nothing complicated about this. The #IRS is not doing its job.  https://t.co/nvFwxqPgMJ",Tue Apr 19 14:09:37 +0000 2016,False,other,nothing complicated irs job,to me there s nothing complicated about this the irs is not doing its job
RT @RepMcKinley: We in the House are offering a #BetterWay. @HouseGOP https://t.co/UwVAZgjFoT,Sat Sep 10 01:57:16 +0000 2016,True,other,rt @repmckinley house offering betterway @housegop,rt @repmckinley we in the house are offering a betterway @housegop
RT @FaceTheNation: Our extended interview with Speaker of the House Paul Ryan. https://t.co/6Um0wPeg97,Sun Sep 25 21:34:46 +0000 2016,True,other,rt @facethenation extended interview speaker house paul ryan,rt @facethenation our extended interview with speaker of the house paul ryan
"People always ask, ""What music are you listening to?"" Find out → Check out my Spotify playlist: https://t.co/r2bOym97Gk",Mon Apr 11 17:35:50 +0000 2016,False,other,people always ask music listening find check spotify playlist,people always ask what music are you listening to find out check out my spotify playlist
The House just passed a plan to help stop the spread of #Zika. Here’s what it does: https://t.co/afOIaY5IFi,Thu May 19 01:23:02 +0000 2016,False,other,house passed plan help stop spread zika,the house just passed a plan to help stop the spread of zika here s what it does
"This week, the House passed a plan to help protect you from the spread of #Zika. https://t.co/afOIaXO7gI
https://t.co/QNPZTQWdik",Fri May 20 18:36:39 +0000 2016,False,other,week house passed plan help protect spread zika,this week the house passed a plan to help protect you from the spread of zika
RT @RepKevinYoder: #CuresNow provides NIH $4.8B and FDA $500M in new funding over the next decade  fully paid for without adding to the Nat…,Wed Nov 30 18:30:01 +0000 2016,True,other,rt @repkevinyoder curesnow provides nih b fda new funding next decade fully paid without adding nat,rt @repkevinyoder curesnow provides nih b and fda m in new funding over the next decade fully paid for without adding to the nat
"Israel is the first trip I took as speaker and it’s not by coincidence, it was by design. https://t.co/yJ215Jc8ii https://t.co/9aGluwke4y",Tue Apr 05 13:28:36 +0000 2016,False,other,israel first trip took speaker coincidence design,israel is the first trip i took as speaker and it s not by coincidence it was by design
Happening next week ⥥ https://t.co/KDGzhTQgKq,Fri Mar 11 02:27:26 +0000 2016,False,other,happening next week,happening next week
RT @RepMimiWalters: Proud to see the Survivors' Bill of Rights signed into law today→ https://t.co/zV9UgzIPG2,Tue Oct 11 11:59:14 +0000 2016,True,other,rt @repmimiwalters proud see survivors bill rights signed law today,rt @repmimiwalters proud to see the survivors bill of rights signed into law today
"Oil tax is dead on arrival. We won’t be distracted from our bold, pro-growth agenda. https://t.co/0fGKRT3gub https://t.co/j4ODMIRrBt",Fri Feb 05 17:31:48 +0000 2016,False,other,oil tax dead arrival distracted bold pro growth agenda,oil tax is dead on arrival we won t be distracted from our bold pro growth agenda
RT @RepKevinBrady: What an incredible accomplishment. #SupportOurTroops https://t.co/DLTUeN74Cj,Fri Nov 11 20:31:49 +0000 2016,True,other,rt @repkevinbrady incredible accomplishment supportourtroops,rt @repkevinbrady what an incredible accomplishment supportourtroops
